Indicator,GeoAreaCode,GeoAreaName,TimePeriod,R&D proportion of GDP 
9.5.1,352,Iceland,2002,2.82841
9.5.1,352,Iceland,2003,2.70912
9.5.1,352,Iceland,2005,2.68614
9.5.1,352,Iceland,2006,2.8939
9.5.1,352,Iceland,2007,2.54913
9.5.1,352,Iceland,2008,2.48745
9.5.1,352,Iceland,2009,2.59511
9.5.1,352,Iceland,2011,2.41367
9.5.1,352,Iceland,2013,1.70204
9.5.1,352,Iceland,2014,1.94811
9.5.1,352,Iceland,2015,2.19746
9.5.1,352,Iceland,2016,2.12769
9.5.1,352,Iceland,2017,2.10455
9.5.1,352,Iceland,2018,2.04135
9.5.1,356,India,2000,0.75699
9.5.1,356,India,2001,0.73591
9.5.1,356,India,2002,0.72567
9.5.1,356,India,2003,0.71929
9.5.1,356,India,2004,0.7569
9.5.1,356,India,2005,0.82411
9.5.1,356,India,2006,0.80473
9.5.1,356,India,2007,0.80507
9.5.1,356,India,2008,0.85876
9.5.1,356,India,2009,0.83314
9.5.1,356,India,2010,0.78849
9.5.1,356,India,2011,0.75502
9.5.1,356,India,2012,0.74399
9.5.1,356,India,2013,0.70642
9.5.1,356,India,2014,0.70159
9.5.1,356,India,2015,0.6931
9.5.1,356,India,2016,0.66984
9.5.1,356,India,2017,0.66571
9.5.1,356,India,2018,0.65282
9.5.1,360,Indonesia,2000,0.06769
9.5.1,360,Indonesia,2001,0.04756
9.5.1,360,Indonesia,2009,0.08332
9.5.1,360,Indonesia,2013,0.0847
9.5.1,360,Indonesia,2016,0.24535
9.5.1,360,Indonesia,2017,0.23805
9.5.1,360,Indonesia,2018,0.22633
9.5.1,364,Iran (Islamic Republic of),2001,0.50218
9.5.1,364,Iran (Islamic Republic of),2002,0.49558
9.5.1,364,Iran (Islamic Republic of),2003,0.59484
9.5.1,364,Iran (Islamic Republic of),2004,0.50453
9.5.1,364,Iran (Islamic Republic of),2005,0.62284
9.5.1,364,Iran (Islamic Republic of),2006,0.55921
9.5.1,364,Iran (Islamic Republic of),2008,0.64647
9.5.1,364,Iran (Islamic Republic of),2009,0.27258
9.5.1,364,Iran (Islamic Republic of),2010,0.26442
9.5.1,364,Iran (Islamic Republic of),2012,0.31655
9.5.1,364,Iran (Islamic Republic of),2013,0.25267
9.5.1,364,Iran (Islamic Republic of),2015,0.41763
9.5.1,364,Iran (Islamic Republic of),2017,0.83027
9.5.1,368,Iraq,2007,0.04554
9.5.1,368,Iraq,2008,0.03435
9.5.1,368,Iraq,2009,0.04562
9.5.1,368,Iraq,2010,0.03684
9.5.1,368,Iraq,2011,0.03476
9.5.1,368,Iraq,2014,0.03733
9.5.1,368,Iraq,2015,0.03775
9.5.1,368,Iraq,2016,0.0356
9.5.1,368,Iraq,2017,0.0441
9.5.1,368,Iraq,2018,0.04342
9.5.1,372,Ireland,2000,1.08497
9.5.1,372,Ireland,2001,1.05306
9.5.1,372,Ireland,2002,1.05605
9.5.1,372,Ireland,2003,1.12451
9.5.1,372,Ireland,2004,1.17866
9.5.1,372,Ireland,2005,1.19281
9.5.1,372,Ireland,2006,1.19836
9.5.1,372,Ireland,2007,1.23325
9.5.1,372,Ireland,2008,1.38766
9.5.1,372,Ireland,2009,1.6082
9.5.1,372,Ireland,2010,1.59153
9.5.1,372,Ireland,2011,1.56058
9.5.1,372,Ireland,2012,1.56119
9.5.1,372,Ireland,2013,1.5658
9.5.1,372,Ireland,2014,1.52307
9.5.1,372,Ireland,2015,1.18267
9.5.1,372,Ireland,2016,1.16892
9.5.1,372,Ireland,2018,1.14647
9.5.1,376,Israel,2000,3.93329
9.5.1,376,Israel,2001,4.18499
9.5.1,376,Israel,2002,4.13067
9.5.1,376,Israel,2003,3.89304
9.5.1,376,Israel,2004,3.87344
9.5.1,376,Israel,2005,4.04819
9.5.1,376,Israel,2006,4.14097
9.5.1,376,Israel,2007,4.42235
9.5.1,376,Israel,2008,4.34227
9.5.1,376,Israel,2009,4.13293
9.5.1,376,Israel,2010,3.93541
9.5.1,376,Israel,2011,4.01532
9.5.1,376,Israel,2012,4.16147
9.5.1,376,Israel,2013,4.0961
9.5.1,376,Israel,2014,4.17398
9.5.1,376,Israel,2015,4.26525
9.5.1,376,Israel,2016,4.51177
9.5.1,376,Israel,2017,4.81623
9.5.1,376,Israel,2018,4.94079
9.5.1,380,Italy,2000,1.00364
9.5.1,380,Italy,2001,1.0407
9.5.1,380,Italy,2002,1.08124
9.5.1,380,Italy,2003,1.05894
9.5.1,380,Italy,2004,1.05025
9.5.1,380,Italy,2005,1.04435
9.5.1,380,Italy,2006,1.08401
9.5.1,380,Italy,2007,1.12899
9.5.1,380,Italy,2008,1.15972
9.5.1,380,Italy,2009,1.21787
9.5.1,380,Italy,2010,1.21797
9.5.1,380,Italy,2011,1.20155
9.5.1,380,Italy,2012,1.26219
9.5.1,380,Italy,2013,1.30107
9.5.1,380,Italy,2014,1.3384
9.5.1,380,Italy,2015,1.3385
9.5.1,380,Italy,2016,1.36642
9.5.1,380,Italy,2017,1.37013
9.5.1,380,Italy,2018,1.39181
9.5.1,384,Côte d'Ivoire,2016,0.0704
9.5.1,388,Jamaica,2001,0.0491
9.5.1,388,Jamaica,2002,0.06096
9.5.1,392,Japan,2000,2.90569
9.5.1,392,Japan,2001,2.97183
9.5.1,392,Japan,2002,3.01394
9.5.1,392,Japan,2003,3.04295
9.5.1,392,Japan,2004,3.02952
9.5.1,392,Japan,2005,3.18099
9.5.1,392,Japan,2006,3.27844
9.5.1,392,Japan,2007,3.3396
9.5.1,392,Japan,2008,3.33718
9.5.1,392,Japan,2009,3.2314
9.5.1,392,Japan,2010,3.13708
9.5.1,392,Japan,2011,3.24477
9.5.1,392,Japan,2012,3.20908
9.5.1,392,Japan,2013,3.31496
9.5.1,392,Japan,2014,3.40022
9.5.1,392,Japan,2015,3.28165
9.5.1,392,Japan,2016,3.15786
9.5.1,392,Japan,2017,3.20798
9.5.1,392,Japan,2018,3.27512
9.5.1,398,Kazakhstan,2000,0.18104
9.5.1,398,Kazakhstan,2001,0.22009
9.5.1,398,Kazakhstan,2002,0.25509
9.5.1,398,Kazakhstan,2003,0.25246
9.5.1,398,Kazakhstan,2004,0.24837
9.5.1,398,Kazakhstan,2005,0.28361
9.5.1,398,Kazakhstan,2006,0.24281
9.5.1,398,Kazakhstan,2007,0.20884
9.5.1,398,Kazakhstan,2008,0.21654
9.5.1,398,Kazakhstan,2009,0.22924
9.5.1,398,Kazakhstan,2010,0.15341
9.5.1,398,Kazakhstan,2011,0.15349
9.5.1,398,Kazakhstan,2012,0.16525
9.5.1,398,Kazakhstan,2013,0.17132
9.5.1,398,Kazakhstan,2014,0.16722
9.5.1,398,Kazakhstan,2015,0.16951
9.5.1,398,Kazakhstan,2016,0.14179
9.5.1,398,Kazakhstan,2017,0.12667
9.5.1,398,Kazakhstan,2018,0.11683
9.5.1,400,Jordan,2002,0.33223
9.5.1,400,Jordan,2008,0.42869
9.5.1,400,Jordan,2016,0.70781
9.5.1,404,Kenya,2007,0.35521
9.5.1,404,Kenya,2010,0.78577
9.5.1,410,Republic of Korea,2000,2.12519
9.5.1,410,Republic of Korea,2001,2.27865
9.5.1,410,Republic of Korea,2002,2.20774
9.5.1,410,Republic of Korea,2003,2.27722
9.5.1,410,Republic of Korea,2004,2.44214
9.5.1,410,Republic of Korea,2005,2.5229
9.5.1,410,Republic of Korea,2006,2.71934
9.5.1,410,Republic of Korea,2007,2.87258
9.5.1,410,Republic of Korea,2008,2.98887
9.5.1,410,Republic of Korea,2009,3.14669
9.5.1,410,Republic of Korea,2010,3.31578
9.5.1,410,Republic of Korea,2011,3.59199
9.5.1,410,Republic of Korea,2012,3.8504
9.5.1,410,Republic of Korea,2013,3.95124
9.5.1,410,Republic of Korea,2014,4.07786
9.5.1,410,Republic of Korea,2015,3.9782
9.5.1,410,Republic of Korea,2016,3.98704
9.5.1,410,Republic of Korea,2017,4.29206
9.5.1,410,Republic of Korea,2018,4.52753
9.5.1,414,Kuwait,2000,0.12542
9.5.1,414,Kuwait,2001,0.17884
9.5.1,414,Kuwait,2002,0.18001
9.5.1,414,Kuwait,2003,0.14347
9.5.1,414,Kuwait,2004,0.1301
9.5.1,414,Kuwait,2005,0.10083
9.5.1,414,Kuwait,2006,0.08479
9.5.1,414,Kuwait,2007,0.08585
9.5.1,414,Kuwait,2008,0.08551
9.5.1,414,Kuwait,2009,0.11213
9.5.1,414,Kuwait,2010,0.1014
9.5.1,414,Kuwait,2011,0.09896
9.5.1,414,Kuwait,2012,0.09721
9.5.1,414,Kuwait,2013,0.30153
9.5.1,414,Kuwait,2014,0.42705
9.5.1,414,Kuwait,2015,0.0966
9.5.1,414,Kuwait,2016,0.07985
9.5.1,414,Kuwait,2017,0.0804
9.5.1,414,Kuwait,2018,0.06238
9.5.1,417,Kyrgyzstan,2000,0.15637
9.5.1,417,Kyrgyzstan,2001,0.17189
9.5.1,417,Kyrgyzstan,2002,0.1981
9.5.1,417,Kyrgyzstan,2003,0.22272
9.5.1,417,Kyrgyzstan,2004,0.19926
9.5.1,417,Kyrgyzstan,2005,0.19861
9.5.1,417,Kyrgyzstan,2006,0.23014
9.5.1,417,Kyrgyzstan,2007,0.23425
9.5.1,417,Kyrgyzstan,2008,0.19017
9.5.1,417,Kyrgyzstan,2009,0.15997
9.5.1,417,Kyrgyzstan,2010,0.15547
9.5.1,417,Kyrgyzstan,2011,0.15633
9.5.1,417,Kyrgyzstan,2012,0.1661
9.5.1,417,Kyrgyzstan,2013,0.14914
9.5.1,417,Kyrgyzstan,2014,0.12536
9.5.1,417,Kyrgyzstan,2015,0.11903
9.5.1,417,Kyrgyzstan,2016,0.11121
9.5.1,417,Kyrgyzstan,2017,0.10707
9.5.1,417,Kyrgyzstan,2018,0.10107
9.5.1,418,Lao People's Democratic Republic,2002,0.0371
9.5.1,426,Lesotho,2002,0.04185
9.5.1,426,Lesotho,2003,0.04295
9.5.1,426,Lesotho,2004,0.05532
9.5.1,426,Lesotho,2009,0.02857
9.5.1,426,Lesotho,2011,0.01235
9.5.1,426,Lesotho,2015,0.05074
9.5.1,428,Latvia,2000,0.43618
9.5.1,428,Latvia,2001,0.40396
9.5.1,428,Latvia,2002,0.40959
9.5.1,428,Latvia,2003,0.36053
9.5.1,428,Latvia,2004,0.40063
9.5.1,428,Latvia,2005,0.53
9.5.1,428,Latvia,2006,0.65094
9.5.1,428,Latvia,2007,0.55385
9.5.1,428,Latvia,2008,0.58038
9.5.1,428,Latvia,2009,0.45131
9.5.1,428,Latvia,2010,0.60979
9.5.1,428,Latvia,2011,0.69606
9.5.1,428,Latvia,2012,0.66305
9.5.1,428,Latvia,2013,0.61176
9.5.1,428,Latvia,2014,0.68825
9.5.1,428,Latvia,2015,0.62352
9.5.1,428,Latvia,2016,0.44032
9.5.1,428,Latvia,2017,0.51459
9.5.1,428,Latvia,2018,0.64083
9.5.1,440,Lithuania,2000,0.5848
9.5.1,440,Lithuania,2001,0.66679
9.5.1,440,Lithuania,2002,0.6567
9.5.1,440,Lithuania,2003,0.66339
9.5.1,440,Lithuania,2004,0.75066
9.5.1,440,Lithuania,2005,0.74741
9.5.1,440,Lithuania,2006,0.79119
9.5.1,440,Lithuania,2007,0.80093
9.5.1,440,Lithuania,2008,0.78844
9.5.1,440,Lithuania,2009,0.82967
9.5.1,440,Lithuania,2010,0.7855
9.5.1,440,Lithuania,2011,0.9051
9.5.1,440,Lithuania,2012,0.89515
9.5.1,440,Lithuania,2013,0.9502
9.5.1,440,Lithuania,2014,1.03114
9.5.1,440,Lithuania,2015,1.04408
9.5.1,440,Lithuania,2016,0.84233
9.5.1,440,Lithuania,2017,0.89641
9.5.1,440,Lithuania,2018,0.94181
9.5.1,442,Luxembourg,2000,1.57673
9.5.1,442,Luxembourg,2003,1.62595
9.5.1,442,Luxembourg,2004,1.60262
9.5.1,442,Luxembourg,2005,1.57171
9.5.1,442,Luxembourg,2006,1.66674
9.5.1,442,Luxembourg,2007,1.59123
9.5.1,442,Luxembourg,2008,1.62293
9.5.1,442,Luxembourg,2009,1.6775
9.5.1,442,Luxembourg,2010,1.50257
9.5.1,442,Luxembourg,2011,1.46277
9.5.1,442,Luxembourg,2012,1.27267
9.5.1,442,Luxembourg,2013,1.30266
9.5.1,442,Luxembourg,2014,1.26404
9.5.1,442,Luxembourg,2015,1.27204
9.5.1,442,Luxembourg,2016,1.25831
9.5.1,442,Luxembourg,2017,1.26852
9.5.1,442,Luxembourg,2018,1.21126
9.5.1,446,"China, Macao Special Administrative Region",2001,0.06268
9.5.1,446,"China, Macao Special Administrative Region",2002,0.07004
9.5.1,446,"China, Macao Special Administrative Region",2003,0.06283
9.5.1,446,"China, Macao Special Administrative Region",2004,0.05373
9.5.1,446,"China, Macao Special Administrative Region",2005,0.08809
9.5.1,446,"China, Macao Special Administrative Region",2006,0.08337
9.5.1,446,"China, Macao Special Administrative Region",2007,0.05715
9.5.1,446,"China, Macao Special Administrative Region",2008,0.10159
9.5.1,446,"China, Macao Special Administrative Region",2009,0.05436
9.5.1,446,"China, Macao Special Administrative Region",2010,0.05033
9.5.1,446,"China, Macao Special Administrative Region",2011,0.04444
9.5.1,446,"China, Macao Special Administrative Region",2012,0.04807
9.5.1,446,"China, Macao Special Administrative Region",2013,0.05115
9.5.1,446,"China, Macao Special Administrative Region",2014,0.08705
9.5.1,446,"China, Macao Special Administrative Region",2015,0.13554
9.5.1,446,"China, Macao Special Administrative Region",2016,0.23328
9.5.1,446,"China, Macao Special Administrative Region",2017,0.17085
9.5.1,446,"China, Macao Special Administrative Region",2018,0.20152
9.5.1,450,Madagascar,2000,0.10032
9.5.1,450,Madagascar,2001,0.18175
9.5.1,450,Madagascar,2002,0.20173
9.5.1,450,Madagascar,2003,0.2907
9.5.1,450,Madagascar,2004,0.1926
9.5.1,450,Madagascar,2005,0.15096
9.5.1,450,Madagascar,2006,0.14119
9.5.1,450,Madagascar,2007,0.12091
9.5.1,450,Madagascar,2008,0.11764
9.5.1,450,Madagascar,2009,0.13054
9.5.1,450,Madagascar,2010,0.09903
9.5.1,450,Madagascar,2011,0.09067
9.5.1,450,Madagascar,2014,0.01321
9.5.1,450,Madagascar,2016,0.01264
9.5.1,450,Madagascar,2017,0.01275
9.5.1,458,Malaysia,2000,0.46899
9.5.1,458,Malaysia,2002,0.65254
9.5.1,458,Malaysia,2004,0.5999
9.5.1,458,Malaysia,2006,0.61106
9.5.1,458,Malaysia,2008,0.78847
9.5.1,458,Malaysia,2009,1.01001
9.5.1,458,Malaysia,2010,1.03608
9.5.1,458,Malaysia,2011,1.03342
9.5.1,458,Malaysia,2012,1.09269
9.5.1,458,Malaysia,2014,1.26275
9.5.1,458,Malaysia,2015,1.27945
9.5.1,458,Malaysia,2016,1.41517
9.5.1,458,Malaysia,2018,1.04086
9.5.1,466,Mali,2007,0.21855
9.5.1,466,Mali,2010,0.5836
9.5.1,466,Mali,2015,0.31462
9.5.1,466,Mali,2017,0.29179
9.5.1,470,Malta,2002,0.25039
9.5.1,470,Malta,2003,0.23886
9.5.1,470,Malta,2004,0.49406
9.5.1,470,Malta,2005,0.52921
9.5.1,470,Malta,2006,0.58025
9.5.1,470,Malta,2007,0.5485
9.5.1,470,Malta,2008,0.53331
9.5.1,470,Malta,2009,0.5174
9.5.1,470,Malta,2010,0.60667
9.5.1,470,Malta,2011,0.6737
9.5.1,470,Malta,2012,0.82675
9.5.1,470,Malta,2013,0.77248
9.5.1,470,Malta,2014,0.71161
9.5.1,470,Malta,2015,0.74253
9.5.1,470,Malta,2016,0.56778
9.5.1,470,Malta,2017,0.58424
9.5.1,470,Malta,2018,0.57246
9.5.1,478,Mauritania,2018,0.01081
9.5.1,480,Mauritius,2000,0.28402
9.5.1,480,Mauritius,2001,0.36257
9.5.1,480,Mauritius,2002,0.36805
9.5.1,480,Mauritius,2003,0.32604
9.5.1,480,Mauritius,2004,0.36818
9.5.1,480,Mauritius,2005,0.36053
9.5.1,480,Mauritius,2012,0.17773
9.5.1,480,Mauritius,2017,0.36636
9.5.1,480,Mauritius,2018,0.34691
9.5.1,484,Mexico,2000,0.30613
9.5.1,484,Mexico,2001,0.32418
9.5.1,484,Mexico,2002,0.3543
9.5.1,484,Mexico,2003,0.39314
9.5.1,484,Mexico,2004,0.38816
9.5.1,484,Mexico,2005,0.39844
9.5.1,484,Mexico,2006,0.36922
9.5.1,484,Mexico,2007,0.39833
9.5.1,484,Mexico,2008,0.44387
9.5.1,484,Mexico,2009,0.47954
9.5.1,484,Mexico,2010,0.49485
9.5.1,484,Mexico,2011,0.47129
9.5.1,484,Mexico,2012,0.42096
9.5.1,484,Mexico,2013,0.42503
9.5.1,484,Mexico,2014,0.43549
9.5.1,484,Mexico,2015,0.42986
9.5.1,484,Mexico,2016,0.38798
9.5.1,484,Mexico,2017,0.32843
9.5.1,484,Mexico,2018,0.31291
9.5.1,492,Monaco,2004,0.03719
9.5.1,492,Monaco,2005,0.03821
9.5.1,496,Mongolia,2000,0.18757
9.5.1,496,Mongolia,2001,0.26749
9.5.1,496,Mongolia,2002,0.25173
9.5.1,496,Mongolia,2003,0.2518
9.5.1,496,Mongolia,2004,0.26777
9.5.1,496,Mongolia,2005,0.23776
9.5.1,496,Mongolia,2006,0.19121
9.5.1,496,Mongolia,2007,0.23827
9.5.1,496,Mongolia,2008,0.33667
9.5.1,496,Mongolia,2009,0.30478
9.5.1,496,Mongolia,2010,0.24438
9.5.1,496,Mongolia,2011,0.23054
9.5.1,496,Mongolia,2012,0.23913
9.5.1,496,Mongolia,2013,0.23246
9.5.1,496,Mongolia,2014,0.2234
9.5.1,496,Mongolia,2015,0.15468
9.5.1,496,Mongolia,2016,0.18337
9.5.1,496,Mongolia,2017,0.13485
9.5.1,496,Mongolia,2018,0.10215
9.5.1,498,Republic of Moldova,2003,0.32405
9.5.1,498,Republic of Moldova,2004,0.34903
9.5.1,498,Republic of Moldova,2005,0.39865
9.5.1,498,Republic of Moldova,2006,0.40622
9.5.1,498,Republic of Moldova,2007,0.54557
9.5.1,498,Republic of Moldova,2008,0.53463
9.5.1,498,Republic of Moldova,2009,0.52557
9.5.1,498,Republic of Moldova,2010,0.3665
9.5.1,498,Republic of Moldova,2011,0.33764
9.5.1,498,Republic of Moldova,2012,0.34907
9.5.1,498,Republic of Moldova,2013,0.29783
9.5.1,498,Republic of Moldova,2014,0.31105
9.5.1,498,Republic of Moldova,2015,0.30943
9.5.1,498,Republic of Moldova,2016,0.2769
9.5.1,498,Republic of Moldova,2017,0.25374
9.5.1,498,Republic of Moldova,2018,0.25168
9.5.1,499,Montenegro,2003,0.79772
9.5.1,499,Montenegro,2004,1.01874
9.5.1,499,Montenegro,2005,0.92443
9.5.1,499,Montenegro,2006,1.22991
9.5.1,499,Montenegro,2007,1.14521
9.5.1,499,Montenegro,2011,0.31485
9.5.1,499,Montenegro,2013,0.37431
9.5.1,499,Montenegro,2014,0.3632
9.5.1,499,Montenegro,2015,0.374
9.5.1,499,Montenegro,2016,0.32454
9.5.1,499,Montenegro,2017,0.34898
9.5.1,499,Montenegro,2018,0.36415
9.5.1,504,Morocco,2001,0.60682
9.5.1,504,Morocco,2002,0.52586
9.5.1,504,Morocco,2003,0.63071
9.5.1,504,Morocco,2006,0.60789
9.5.1,504,Morocco,2010,0.71454
9.5.1,508,Mozambique,2002,0.37671
9.5.1,508,Mozambique,2006,0.41336
9.5.1,508,Mozambique,2008,0.13981
9.5.1,508,Mozambique,2010,0.38695
9.5.1,508,Mozambique,2015,0.31312
9.5.1,512,Oman,2011,0.1363
9.5.1,512,Oman,2012,0.20857
9.5.1,512,Oman,2013,0.16956
9.5.1,512,Oman,2014,0.21253
9.5.1,512,Oman,2015,0.25163
9.5.1,512,Oman,2016,0.26034
9.5.1,512,Oman,2017,0.22819
9.5.1,512,Oman,2018,0.21967
9.5.1,516,Namibia,2010,0.14165
9.5.1,516,Namibia,2014,0.35209
9.5.1,524,Nepal,2008,0.05439
9.5.1,524,Nepal,2009,0.25924
9.5.1,524,Nepal,2010,0.3022
9.5.1,528,Netherlands,2000,1.7898
9.5.1,528,Netherlands,2001,1.79609
9.5.1,528,Netherlands,2002,1.74543
9.5.1,528,Netherlands,2003,1.7839
9.5.1,528,Netherlands,2004,1.78901
9.5.1,528,Netherlands,2005,1.77388
9.5.1,528,Netherlands,2006,1.74067
9.5.1,528,Netherlands,2007,1.6703
9.5.1,528,Netherlands,2008,1.62269
9.5.1,528,Netherlands,2009,1.6657
9.5.1,528,Netherlands,2010,1.70404
9.5.1,528,Netherlands,2011,1.88131
9.5.1,528,Netherlands,2012,1.91627
9.5.1,528,Netherlands,2013,1.92987
9.5.1,528,Netherlands,2014,1.97568
9.5.1,528,Netherlands,2015,1.98487
9.5.1,528,Netherlands,2016,1.99685
9.5.1,528,Netherlands,2017,1.98308
9.5.1,528,Netherlands,2018,2.16374
9.5.1,554,New Zealand,2001,1.10029
9.5.1,554,New Zealand,2003,1.14891
9.5.1,554,New Zealand,2005,1.12043
9.5.1,554,New Zealand,2007,1.15653
9.5.1,554,New Zealand,2009,1.2523
9.5.1,554,New Zealand,2011,1.23065
9.5.1,554,New Zealand,2013,1.15375
9.5.1,554,New Zealand,2015,1.2323
9.5.1,554,New Zealand,2017,1.34692
9.5.1,558,Nicaragua,2002,0.03493
9.5.1,558,Nicaragua,2011,0.08344
9.5.1,558,Nicaragua,2012,0.10449
9.5.1,558,Nicaragua,2013,0.10284
9.5.1,558,Nicaragua,2014,0.08935
9.5.1,558,Nicaragua,2015,0.10742
9.5.1,566,Nigeria,2007,0.13223
9.5.1,578,Norway,2001,1.56259
9.5.1,578,Norway,2002,1.6297
9.5.1,578,Norway,2003,1.67958
9.5.1,578,Norway,2004,1.54416
9.5.1,578,Norway,2005,1.48239
9.5.1,578,Norway,2006,1.45532
9.5.1,578,Norway,2007,1.56457
9.5.1,578,Norway,2008,1.55448
9.5.1,578,Norway,2009,1.72472
9.5.1,578,Norway,2010,1.64999
9.5.1,578,Norway,2011,1.62712
9.5.1,578,Norway,2012,1.62087
9.5.1,578,Norway,2013,1.65238
9.5.1,578,Norway,2014,1.71506
9.5.1,578,Norway,2015,1.93526
9.5.1,578,Norway,2016,2.0446
9.5.1,578,Norway,2017,2.09919
9.5.1,578,Norway,2018,2.07264
9.5.1,586,Pakistan,2000,0.11566
9.5.1,586,Pakistan,2001,0.15165
9.5.1,586,Pakistan,2002,0.19887
9.5.1,586,Pakistan,2005,0.39849
9.5.1,586,Pakistan,2007,0.6325
9.5.1,586,Pakistan,2009,0.44806
9.5.1,586,Pakistan,2011,0.32917
9.5.1,586,Pakistan,2013,0.29285
9.5.1,586,Pakistan,2015,0.24605
9.5.1,586,Pakistan,2017,0.23627
9.5.1,591,Panama,2000,0.36264
9.5.1,591,Panama,2001,0.36074
9.5.1,591,Panama,2002,0.3422
9.5.1,591,Panama,2003,0.32109
9.5.1,591,Panama,2004,0.22646
9.5.1,591,Panama,2005,0.23183
9.5.1,591,Panama,2006,0.23537
9.5.1,591,Panama,2007,0.18172
9.5.1,591,Panama,2008,0.19065
9.5.1,591,Panama,2009,0.1321
9.5.1,591,Panama,2010,0.14453
9.5.1,591,Panama,2011,0.17304
9.5.1,591,Panama,2012,0.07534
9.5.1,591,Panama,2013,0.06206
9.5.1,591,Panama,2014,0.14052
9.5.1,591,Panama,2015,0.12033
9.5.1,591,Panama,2016,0.14494
9.5.1,591,Panama,2017,0.14714
9.5.1,598,Papua New Guinea,2016,0.03158
9.5.1,600,Paraguay,2001,0.06699
9.5.1,600,Paraguay,2002,0.07493
9.5.1,600,Paraguay,2003,0.06135
9.5.1,600,Paraguay,2004,0.06066
9.5.1,600,Paraguay,2005,0.06091
9.5.1,600,Paraguay,2008,0.0412
9.5.1,600,Paraguay,2011,0.04221
9.5.1,600,Paraguay,2012,0.06515
9.5.1,600,Paraguay,2013,0.07147
9.5.1,600,Paraguay,2014,0.07921
9.5.1,600,Paraguay,2015,0.09687
9.5.1,600,Paraguay,2016,0.11688
9.5.1,600,Paraguay,2017,0.14883
9.5.1,600,Paraguay,2018,0.14626
9.5.1,604,Peru,2000,0.11266
9.5.1,604,Peru,2001,0.11096
9.5.1,604,Peru,2002,0.10614
9.5.1,604,Peru,2003,0.10813
9.5.1,604,Peru,2004,0.15578
9.5.1,604,Peru,2011,0.08282
9.5.1,604,Peru,2012,0.0553
9.5.1,604,Peru,2013,0.08174
9.5.1,604,Peru,2014,0.10805
9.5.1,604,Peru,2015,0.11702
9.5.1,604,Peru,2016,0.12008
9.5.1,604,Peru,2017,0.12085
9.5.1,604,Peru,2018,0.12715
9.5.1,608,Philippines,2002,0.13263
9.5.1,608,Philippines,2003,0.12527
9.5.1,608,Philippines,2005,0.10692
9.5.1,608,Philippines,2007,0.10498
9.5.1,608,Philippines,2009,0.10901
9.5.1,608,Philippines,2011,0.11222
9.5.1,608,Philippines,2013,0.13207
9.5.1,608,Philippines,2015,0.15683
9.5.1,616,Poland,2000,0.64202
9.5.1,616,Poland,2001,0.62284
9.5.1,616,Poland,2002,0.55785
9.5.1,616,Poland,2003,0.53884
9.5.1,616,Poland,2004,0.55251
9.5.1,616,Poland,2005,0.56282
9.5.1,616,Poland,2006,0.55082
9.5.1,616,Poland,2007,0.56189
9.5.1,616,Poland,2008,0.59921
9.5.1,616,Poland,2009,0.66097
9.5.1,616,Poland,2010,0.7207
9.5.1,616,Poland,2011,0.74588
9.5.1,616,Poland,2012,0.88086
9.5.1,616,Poland,2013,0.87053
9.5.1,616,Poland,2014,0.93978
9.5.1,616,Poland,2015,1.00324
9.5.1,616,Poland,2016,0.96408
9.5.1,616,Poland,2017,1.03443
9.5.1,616,Poland,2018,1.20953
9.5.1,620,Portugal,2000,0.72156
9.5.1,620,Portugal,2001,0.76482
9.5.1,620,Portugal,2002,0.72183
9.5.1,620,Portugal,2003,0.69802
9.5.1,620,Portugal,2004,0.7293
9.5.1,620,Portugal,2005,0.75755
9.5.1,620,Portugal,2006,0.95448
9.5.1,620,Portugal,2007,1.12417
9.5.1,620,Portugal,2008,1.44335
9.5.1,620,Portugal,2009,1.58001
9.5.1,620,Portugal,2010,1.53529
9.5.1,620,Portugal,2011,1.45741
9.5.1,620,Portugal,2012,1.37861
9.5.1,620,Portugal,2013,1.32468
9.5.1,620,Portugal,2014,1.28992
9.5.1,620,Portugal,2015,1.2433
9.5.1,620,Portugal,2016,1.28075
9.5.1,620,Portugal,2017,1.31928
9.5.1,620,Portugal,2018,1.34753
9.5.1,630,Puerto Rico,2009,0.45131
9.5.1,630,Puerto Rico,2013,0.43859
9.5.1,630,Puerto Rico,2015,0.42883
9.5.1,634,Qatar,2012,0.4786
9.5.1,634,Qatar,2015,0.51883
9.5.1,634,Qatar,2018,0.50901
9.5.1,642,Romania,2000,0.36626
9.5.1,642,Romania,2001,0.39129
9.5.1,642,Romania,2002,0.37721
9.5.1,642,Romania,2003,0.39708
9.5.1,642,Romania,2004,0.38942
9.5.1,642,Romania,2005,0.41262
9.5.1,642,Romania,2006,0.45682
9.5.1,642,Romania,2007,0.51148
9.5.1,642,Romania,2008,0.55215
9.5.1,642,Romania,2009,0.44395
9.5.1,642,Romania,2010,0.45688
9.5.1,642,Romania,2011,0.49832
9.5.1,642,Romania,2012,0.48383
9.5.1,642,Romania,2013,0.38787
9.5.1,642,Romania,2014,0.38225
9.5.1,642,Romania,2015,0.48793
9.5.1,642,Romania,2016,0.48033
9.5.1,642,Romania,2017,0.50322
9.5.1,642,Romania,2018,0.50077
9.5.1,643,Russian Federation,2000,1.04983
9.5.1,643,Russian Federation,2001,1.17694
9.5.1,643,Russian Federation,2002,1.24652
9.5.1,643,Russian Federation,2003,1.28603
